"Name","Label","Ranking by BC","Betweenness Centrality (BC)","Degree"
"starPep_00000","Peptide","18","1122.872603278211","21"
"Antifungal","Function","8","63779.42593627917","847"
"Antimicrobial","Function","2","399559.884842627","1801"
"Antibacterial","Function","7","132200.80863543382","1123"
"Antibiofilm","Function","111","135.07765635328408","44"
"Toxic","Function","3","379768.30237563077","1735"
"Antitrypanosomic","Function","136","115.18608864386758","31"
"Antiflagellate","Function","629","11.204132758004373","9"
"Antiprotozoal","Function","247","47.14643390728201","22"
"Antiparasitic","Function","13","1936.100322000226","142"
"Hemolytic","Function","1","610655.7119207416","2004"
"Toxic to mammals","Function","5","159876.32407373874","1320"
"Antitumor","Function","24","890.9955484575662","111"
"Anticancer","Function","9","6872.197465027582","284"
"Cell penetrating","Function","117","132.6412522428237","37"
"Drug delivery","Function","107","141.16783980379947","38"
"Anti-Gram positive","Function","6","134081.77476996355","1265"
"Antileishmania","Function","401","25.207799294764808","20"
"Toxin/Venom","Function","28","740.1244634437822","78"
"Antiviral","Function","11","5140.526791520075","250"
"Neuropeptide","Function","1691","0.8019282598451135","4"
"Anti-HIV","Function","17","1152.8102296520522","103"
"Anti-Gram negative","Function","4","164346.9711537195","1365"
"Cytotoxic","Function","10","5368.435898316774","224"
"starPep_00001","Peptide","15","1422.0947739548087","21"
"Antimalarial","Function","932","3.245662869038597","8"
"Antiplasmodial","Function","105","144.53567272661368","39"
"Wound healing","Function","744","5.780784290602427","10"
"Surface-immobilization","Function","569","11.411439307837169","14"
"Spermicidal","Function","1534","1.244926054226615","5"
"starPep_00002","Peptide","30","707.7631999049717","19"
"starPep_00003","Peptide","74","208.9423435883372","13"
"starPep_00004","Peptide","16","1405.1449320450956","20"
"Enzymatic inhibitor","Function","775","4.827228357471216","8"
"Chemotaxis","Function","527","14.354067833087333","15"
"starPep_00005","Peptide","158","92.42991251285339","14"
"starPep_00006","Peptide","36","512.672928833556","15"
"starPep_00007","Peptide","239","48.86149631225235","10"
"Insecticidal","Function","25","884.7742256703755","77"
"starPep_00008","Peptide","57","288.60541375010416","13"
"Defensin","Function","1952","0.1804508849143419","2"
"starPep_00010","Peptide","29","720.5474092177307","17"
"starPep_00011","Peptide","106","143.88858575468404","12"
"starPep_00012","Peptide","570","11.285358306335725","9"
"starPep_00015","Peptide","327","36.056173372376136","10"
"starPep_00016","Peptide","38","493.9905472916721","15"
"starPep_00018","Peptide","56","309.0401666042461","15"
"starPep_00020","Peptide","73","209.50126416058677","15"
"starPep_00022","Peptide","40","436.9180707857872","13"
"Blood-Brain barrier","Function","1793","0.2931855738460001","3"
"starPep_00025","Peptide","145","109.49428458657022","13"
"starPep_00032","Peptide","293","38.111718240374216","9"
"starPep_00034","Peptide","240","48.86149631225235","10"
"starPep_00035","Peptide","241","48.86149631225235","10"
"starPep_00037","Peptide","65","244.88826318093862","10"
"starPep_00038","Peptide","1092","2.498878837057312","7"
"starPep_00039","Peptide","61","261.94826345639643","11"
"starPep_00041","Peptide","816","3.4265779441737485","8"
"starPep_00042","Peptide","42","405.54271063516893","15"
"starPep_00043","Peptide","266","43.91220539426801","11"
"starPep_00045","Peptide","137","114.26734853213644","10"
"starPep_00047","Peptide","14","1679.176192427368","15"
"starPep_00051","Peptide","68","235.49959102676343","13"
"starPep_00055","Peptide","281","39.70447682079792","11"
"starPep_00056","Peptide","535","13.308768123470529","9"
"starPep_00060","Peptide","34","524.889175849144","13"
"starPep_00061","Peptide","222","56.09189891821199","12"
"starPep_00062","Peptide","149","106.31749985331747","12"
"starPep_00064","Peptide","817","3.4265779441737485","8"
"starPep_00065","Peptide","155","103.82436142870509","7"
"starPep_00066","Peptide","99","149.47321313104197","12"
"starPep_00068","Peptide","630","10.999630655721477","8"
"starPep_00069","Peptide","818","3.4265779441737485","8"
"starPep_00070","Peptide","353","29.907900439505866","9"
"starPep_00071","Peptide","294","38.111718240374216","9"
"starPep_00072","Peptide","295","38.111718240374216","9"
"starPep_00073","Peptide","212","63.48981185004548","12"
"starPep_00076","Peptide","282","39.70447682079792","11"
"starPep_00077","Peptide","138","114.26734853213644","10"
"starPep_00080","Peptide","72","221.94371512370907","13"
"starPep_00081","Peptide","116","132.72073422652053","11"
"starPep_00082","Peptide","233","51.91604678996909","10"
"starPep_00085","Peptide","328","36.056173372376136","10"
"starPep_00088","Peptide","139","114.26734853213644","10"
"starPep_00089","Peptide","90","172.8113595162791","11"
"starPep_00093","Peptide","242","48.86149631225235","10"
"starPep_00094","Peptide","1074","2.6013673189454445","7"
"starPep_00098","Peptide","489","17.869818009160685","7"
"starPep_00099","Peptide","80","197.3404620783796","13"
"starPep_00102","Peptide","296","38.111718240374216","9"
"starPep_00103","Peptide","32","609.2462171291846","15"
"starPep_00105","Peptide","631","10.999630655721477","8"
"starPep_00106","Peptide","303","37.60996926144432","11"
"starPep_00107","Peptide","234","51.91604678996909","10"
"starPep_00108","Peptide","1093","2.498878837057312","7"
"starPep_00111","Peptide","109","135.79908990365843","9"
"starPep_00112","Peptide","536","13.308768123470529","9"
"starPep_00113","Peptide","120","125.88515743424108","8"
"starPep_00114","Peptide","148","107.4564234673173","9"
"starPep_00116","Peptide","44","397.58785337205285","13"
"starPep_00118","Peptide","1535","1.229268517343464","6"
"starPep_00119","Peptide","1536","1.229268517343464","6"
"starPep_00120","Peptide","1697","0.7079790458852913","5"
"starPep_00121","Peptide","140","114.26734853213644","10"
"starPep_00122","Peptide","141","114.26734853213644","10"
"starPep_00124","Peptide","27","807.7713408504516","13"
"starPep_00126","Peptide","283","39.70447682079792","11"
"starPep_00130","Peptide","537","13.308768123470529","9"
"starPep_00131","Peptide","12","2589.6529131948614","17"
"Nematocidal","Function","84","188.65908299297723","32"
"Protease inhibitor","Function","2036","0.0","1"
"starPep_00132","Peptide","297","38.111718240374216","9"
"starPep_00134","Peptide","54","331.7778274283028","12"
"starPep_00136","Peptide","46","377.9580513047359","17"
"starPep_00137","Peptide","1543","1.1863901252102689","6"
"starPep_00138","Peptide","819","3.4265779441737485","8"
"starPep_00139","Peptide","217","60.15844761764033","10"
"starPep_00140","Peptide","298","38.111718240374216","9"
"starPep_00141","Peptide","299","38.111718240374216","9"
"starPep_00142","Peptide","429","21.535427168391685","10"
"starPep_00143","Peptide","69","229.23766615024638","14"
"starPep_00148","Peptide","184","72.14323834283321","11"
"starPep_00156","Peptide","81","194.6573174937066","11"
"starPep_00158","Peptide","85","186.54699362272726","12"
"starPep_00162","Peptide","490","17.869818009160685","7"
"starPep_00173","Peptide","300","38.111718240374216","9"
"starPep_00177","Peptide","538","13.308768123470529","9"
"starPep_00178","Peptide","571","11.285358306335725","9"
"starPep_00179","Peptide","188","70.25846380289163","9"
"starPep_00182","Peptide","165","82.94112976252033","12"
"starPep_00184","Peptide","166","81.04595378808911","10"
"starPep_00185","Peptide","176","75.20819513140603","13"
"starPep_00186","Peptide","539","13.308768123470529","9"
"starPep_00187","Peptide","329","36.056173372376136","10"
"starPep_00188","Peptide","540","13.308768123470529","9"
"starPep_00189","Peptide","572","11.285358306335725","9"
"starPep_00191","Peptide","1698","0.7079790458852913","5"
"starPep_00193","Peptide","97","155.6274927726916","11"
"starPep_00195","Peptide","1537","1.229268517343464","6"
"starPep_00196","Peptide","573","11.285358306335725","9"
"starPep_00197","Peptide","1538","1.229268517343464","6"
"starPep_00200","Peptide","820","3.4265779441737485","8"
"starPep_00201","Peptide","821","3.4265779441737485","8"
"starPep_00202","Peptide","189","70.25846380289163","9"
"starPep_00204","Peptide","822","3.4265779441737485","8"
"starPep_00207","Peptide","823","3.4265779441737485","8"
"starPep_00212","Peptide","541","13.308768123470529","9"
"starPep_00213","Peptide","110","135.79908990365843","9"
"starPep_00214","Peptide","100","148.66200209399506","10"
"starPep_00216","Peptide","824","3.4265779441737485","8"
"starPep_00218","Peptide","1142","1.8267432539405553","7"
"starPep_00219","Peptide","330","36.056173372376136","10"
"starPep_00223","Peptide","682","9.660043355657049","8"
"starPep_00224","Peptide","643","10.330112512021053","9"
"starPep_00230","Peptide","1094","2.498878837057312","7"
"starPep_00231","Peptide","703","9.0455291203057","8"
"starPep_00232","Peptide","119","129.6425623557349","11"
"starPep_00236","Peptide","121","124.87928341601858","13"
"starPep_00249","Peptide","31","632.3103939133501","14"
"starPep_00261","Peptide","825","3.4265779441737485","8"
"starPep_00263","Peptide","632","10.999630655721477","8"
"starPep_00268","Peptide","633","10.999630655721477","8"
"starPep_00272","Peptide","1095","2.498878837057312","7"
"starPep_00275","Peptide","144","112.66270343994985","8"
"starPep_00277","Peptide","1331","1.7927318691011023","6"
"starPep_00280","Peptide","1143","1.8267432539405553","7"
"starPep_00282","Peptide","644","10.330112512021053","9"
"starPep_00285","Peptide","574","11.285358306335725","9"
"starPep_00286","Peptide","216","61.187091454242434","11"
"starPep_00291","Peptide","826","3.4265779441737485","8"
"starPep_00297","Peptide","70","224.49332875920985","15"
"starPep_00298","Peptide","1539","1.229268517343464","6"
"starPep_00304","Peptide","1144","1.8267432539405553","7"
"starPep_00307","Peptide","76","206.91962251312847","12"
"starPep_00310","Peptide","827","3.4265779441737485","8"
"starPep_00329","Peptide","828","3.4265779441737485","8"
"starPep_00332","Peptide","575","11.285358306335725","9"
"starPep_00333","Peptide","634","10.999630655721477","8"
"starPep_00337","Peptide","376","26.96071008678511","10"
"starPep_00341","Peptide","355","28.991919271469467","10"
"starPep_00342","Peptide","375","28.47911109852183","7"
"starPep_00353","Peptide","177","75.20819513140603","13"
"starPep_00354","Peptide","197","68.13516078633758","11"
"starPep_00355","Peptide","1096","2.498878837057312","7"
"starPep_00357","Peptide","48","362.6040726526707","11"
"starPep_00359","Peptide","98","151.01579403800616","12"
"starPep_00360","Peptide","491","17.789254883652866","9"
"starPep_00365","Peptide","41","432.3508421242577","12"
"Antioxidant","Function","568","11.800969448473612","9"
"starPep_00366","Peptide","576","11.285358306335725","9"
"starPep_00372","Peptide","58","279.06914201460364","11"
"starPep_00378","Peptide","577","11.285358306335725","9"
"starPep_00381","Peptide","464","20.565778950724965","10"
"starPep_00383","Peptide","542","13.308768123470529","9"
"starPep_00384","Peptide","543","13.308768123470529","9"
"starPep_00386","Peptide","185","72.14323834283321","11"
"starPep_00395","Peptide","153","104.29853984906912","14"
"starPep_00397","Peptide","37","500.6824180796141","9"
"starPep_00402","Peptide","1544","1.1863901252102689","6"
"starPep_00411","Peptide","578","11.285358306335725","9"
"starPep_00419","Peptide","645","10.330112512021053","9"
"starPep_00420","Peptide","646","10.330112512021053","9"
"starPep_00421","Peptide","829","3.4265779441737485","8"
"starPep_00422","Peptide","579","11.285358306335725","9"
"starPep_00428","Peptide","244","48.68535580969936","12"
"starPep_00430","Peptide","1145","1.8267432539405553","7"
"starPep_00431","Peptide","580","11.285358306335725","9"
"starPep_00432","Peptide","581","11.285358306335725","9"
"starPep_00436","Peptide","830","3.4265779441737485","8"
"starPep_00437","Peptide","582","11.285358306335725","9"
"starPep_00441","Peptide","831","3.4265779441737485","8"
"starPep_00445","Peptide","683","9.660043355657049","8"
"starPep_00449","Peptide","544","13.308768123470529","9"
"starPep_00450","Peptide","235","51.91604678996909","10"
"starPep_00455","Peptide","331","36.056173372376136","10"
"starPep_00457","Peptide","545","13.308768123470529","9"
"starPep_00458","Peptide","1699","0.7079790458852913","5"
"starPep_00460","Peptide","142","114.26734853213644","10"
"starPep_00462","Peptide","832","3.4265779441737485","8"
"starPep_00471","Peptide","332","36.056173372376136","10"
"starPep_00473","Peptide","583","11.285358306335725","9"
"starPep_00480","Peptide","584","11.285358306335725","9"
"starPep_00483","Peptide","304","37.60491957761141","11"
"starPep_00489","Peptide","95","159.41335517728706","10"
"starPep_00491","Peptide","688","9.63984009720148","7"
"starPep_00492","Peptide","585","11.285358306335725","9"
"starPep_00493","Peptide","689","9.63984009720148","7"
"starPep_00494","Peptide","647","10.330112512021053","9"
"starPep_00496","Peptide","221","57.2758046226082","10"
"starPep_00498","Peptide","465","20.565778950724965","10"
"starPep_00502","Peptide","1545","1.1863901252102689","6"
"starPep_00506","Peptide","726","7.539277826898878","7"
"starPep_00507","Peptide","1097","2.498878837057312","7"
"starPep_00510","Peptide","635","10.999630655721477","8"
"starPep_00512","Peptide","143","113.50043532303968","12"
"starPep_00514","Peptide","93","167.17135970845604","11"
"starPep_00517","Peptide","172","76.37221187588679","11"
"starPep_00518","Peptide","47","375.28552644758565","14"
"starPep_00519","Peptide","284","39.70447682079792","11"
"starPep_00524","Peptide","245","48.68535580969936","12"
"starPep_00527","Peptide","55","329.9652604894451","14"
"starPep_00528","Peptide","35","518.1942456051804","10"
"starPep_00537","Peptide","33","586.8305927379774","13"
"starPep_00542","Peptide","1146","1.8267432539405553","7"
"starPep_00545","Peptide","356","28.991919271469467","10"
"starPep_00546","Peptide","466","20.565778950724965","10"
"starPep_00552","Peptide","252","46.69944543548104","10"
"starPep_00559","Peptide","253","46.69944543548104","10"
"starPep_00561","Peptide","64","247.52403253019952","10"
"starPep_00569","Peptide","648","10.330112512021053","9"
"starPep_00570","Peptide","285","39.70447682079792","11"
"starPep_00573","Peptide","833","3.4265779441737485","8"
"starPep_00576","Peptide","1332","1.7927318691011023","6"
"starPep_00577","Peptide","709","8.271866742038695","8"
"starPep_00578","Peptide","754","5.0636859182650635","5"
"starPep_00592","Peptide","586","11.285358306335725","9"
"starPep_00596","Peptide","587","11.285358306335725","9"
"starPep_00599","Peptide","1098","2.498878837057312","7"
"starPep_00602","Peptide","243","48.86149631225235","10"
"starPep_00603","Peptide","377","26.96071008678511","10"
"starPep_00605","Peptide","649","10.330112512021053","9"
"starPep_00606","Peptide","650","10.330112512021053","9"
"starPep_00607","Peptide","248","46.99326606485242","9"
"starPep_00608","Peptide","588","11.285358306335725","9"
"starPep_00609","Peptide","78","198.43874579984117","9"
"starPep_00610","Peptide","268","41.03367499279189","8"
"starPep_00611","Peptide","1700","0.7079790458852913","5"
"starPep_00617","Peptide","1099","2.498878837057312","7"
"starPep_00622","Peptide","681","9.714654076115679","8"
"starPep_00624","Peptide","1075","2.6013673189454445","7"
"starPep_00625","Peptide","1100","2.498878837057312","7"
"starPep_00627","Peptide","589","11.285358306335725","9"
"starPep_00628","Peptide","651","10.330112512021053","9"
"starPep_00631","Peptide","1147","1.8267432539405553","7"
"starPep_00632","Peptide","834","3.4265779441737485","8"
"starPep_00635","Peptide","636","10.999630655721477","8"
"starPep_00636","Peptide","546","13.308768123470529","9"
"starPep_00637","Peptide","467","20.565778950724965","10"
"starPep_00638","Peptide","160","87.59619647709769","8"
"starPep_00641","Peptide","835","3.4265779441737485","8"
"starPep_00642","Peptide","590","11.285358306335725","9"
"starPep_00643","Peptide","547","13.308768123470529","9"
"starPep_00647","Peptide","741","6.534869823001774","7"
"starPep_00648","Peptide","468","20.565778950724965","10"
"starPep_00655","Peptide","186","71.4299570790139","9"
"starPep_00657","Peptide","652","10.330112512021053","9"
"starPep_00664","Peptide","653","10.330112512021053","9"
"starPep_00669","Peptide","591","11.285358306335725","9"
"starPep_00681","Peptide","592","11.285358306335725","9"
"starPep_00683","Peptide","103","144.8131344461239","9"
"starPep_00686","Peptide","654","10.330112512021053","9"
"starPep_00688","Peptide","220","57.540818146194766","8"
"starPep_00691","Peptide","548","13.308768123470529","9"
"starPep_00694","Peptide","836","3.4265779441737485","8"
"starPep_00702","Peptide","837","3.4265779441737485","8"
"starPep_00704","Peptide","838","3.4265779441737485","8"
"starPep_00706","Peptide","839","3.4265779441737485","8"
"starPep_00711","Peptide","593","11.285358306335725","9"
"starPep_00714","Peptide","704","9.0455291203057","8"
"starPep_00715","Peptide","840","3.4265779441737485","8"
"starPep_00716","Peptide","841","3.4265779441737485","8"
"starPep_00717","Peptide","842","3.4265779441737485","8"
"starPep_00718","Peptide","1540","1.229268517343464","6"
"starPep_00721","Peptide","594","11.285358306335725","9"
"starPep_00722","Peptide","595","11.285358306335725","9"
"starPep_00723","Peptide","430","21.535427168391685","10"
"starPep_00725","Peptide","596","11.285358306335725","9"
"starPep_00728","Peptide","88","177.33647047294286","11"
"starPep_00731","Peptide","549","13.308768123470529","9"
"starPep_00733","Peptide","150","105.72141737047639","9"
"starPep_00737","Peptide","75","208.5736806919235","12"
"starPep_00738","Peptide","597","11.285358306335725","9"
"starPep_00739","Peptide","83","189.6214551904104","10"
"starPep_00747","Peptide","598","11.285358306335725","9"
"starPep_00751","Peptide","843","3.4265779441737485","8"
"starPep_00752","Peptide","104","144.8131344461239","9"
"starPep_00754","Peptide","599","11.285358306335725","9"
"starPep_00755","Peptide","431","21.535427168391685","10"
"starPep_00756","Peptide","45","391.91578691066303","10"
"starPep_00757","Peptide","512","16.293968916239926","8"
"starPep_00758","Peptide","655","10.330112512021053","9"
"starPep_00759","Peptide","481","18.499835768073392","10"
"starPep_00760","Peptide","357","28.991919271469467","10"
"starPep_00766","Peptide","94","159.43208547613852","11"
"starPep_00767","Peptide","550","13.308768123470529","9"
"starPep_00769","Peptide","432","21.535427168391685","10"
"starPep_00771","Peptide","600","11.285358306335725","9"
"starPep_00772","Peptide","86","185.95201652964226","13"
"starPep_00773","Peptide","249","46.94418928370565","11"
"starPep_00774","Peptide","250","46.94418928370565","11"
"starPep_00777","Peptide","251","46.94418928370565","11"
"starPep_00782","Peptide","433","21.535427168391685","10"
"starPep_00783","Peptide","601","11.285358306335725","9"
"starPep_00784","Peptide","602","11.285358306335725","9"
"starPep_00786","Peptide","603","11.285358306335725","9"
"starPep_00787","Peptide","604","11.285358306335725","9"
"starPep_00788","Peptide","605","11.285358306335725","9"
"starPep_00789","Peptide","606","11.285358306335725","9"
"starPep_00790","Peptide","607","11.285358306335725","9"
"starPep_00791","Peptide","656","10.330112512021053","9"
"starPep_00793","Peptide","348","30.192236107863447","7"
"starPep_00794","Peptide","608","11.285358306335725","9"
"starPep_00795","Peptide","62","260.1267614891132","10"
"starPep_00798","Peptide","609","11.285358306335725","9"
"starPep_00803","Peptide","200","66.32902641620534","11"
"starPep_00813","Peptide","383","25.71159828669679","9"
"starPep_00816","Peptide","269","41.03367499279189","8"
"starPep_00822","Peptide","551","13.308768123470529","9"
"starPep_00828","Peptide","552","13.308768123470529","9"
"starPep_00834","Peptide","844","3.4265779441737485","8"
"starPep_00839","Peptide","87","181.39524758575885","12"
"starPep_00841","Peptide","610","11.285358306335725","9"
"starPep_00843","Peptide","845","3.4265779441737485","8"
"starPep_00846","Peptide","657","10.330112512021053","9"
"starPep_00848","Peptide","199","66.79422060676988","10"
"starPep_00849","Peptide","482","18.499835768073392","10"
"starPep_00856","Peptide","637","10.999630655721477","8"
"starPep_00857","Peptide","53","333.9129551143735","8"
"starPep_00858","Peptide","846","3.4265779441737485","8"
"starPep_00859","Peptide","254","46.69944543548104","10"
"starPep_00861","Peptide","638","10.999630655721477","8"
"starPep_00862","Peptide","301","38.111718240374216","9"
"starPep_00864","Peptide","255","46.69944543548104","10"
"starPep_00865","Peptide","290","38.6230984571274","9"
"starPep_00874","Peptide","302","38.111718240374216","9"
"starPep_00879","Peptide","256","46.69944543548104","10"
"starPep_00880","Peptide","639","10.999630655721477","8"
"starPep_00883","Peptide","611","11.285358306335725","9"
"starPep_00886","Peptide","346","31.347501340935224","8"
"starPep_00887","Peptide","658","10.330112512021053","9"
"starPep_00894","Peptide","257","46.69944543548104","10"
"starPep_00920","Peptide","1148","1.8267432539405553","7"
"starPep_00926","Peptide","612","11.285358306335725","9"
"starPep_00928","Peptide","684","9.660043355657049","8"
"starPep_00940","Peptide","553","13.308768123470529","9"
"starPep_00941","Peptide","640","10.999630655721477","8"
"starPep_00950","Peptide","613","11.285358306335725","9"
"starPep_00958","Peptide","305","37.60491957761141","11"
"starPep_00961","Peptide","554","13.308768123470529","9"
"starPep_00973","Peptide","555","13.308768123470529","9"
"starPep_00984","Peptide","1076","2.6013673189454445","7"
"starPep_00985","Peptide","556","13.308768123470529","9"
"starPep_00989","Peptide","557","13.308768123470529","9"
"starPep_00995","Peptide","187","71.4299570790139","9"
"starPep_00999","Peptide","118","131.96868177014846","8"
"starPep_01004","Peptide","847","3.4265779441737485","8"
"starPep_01011","Peptide","434","21.535427168391685","10"
"starPep_01013","Peptide","126","121.31330522874671","12"
"starPep_01018","Peptide","63","259.68029441236837","11"
"starPep_01021","Peptide","614","11.285358306335725","9"
"starPep_01031","Peptide","96","159.41335517728706","10"
"starPep_01032","Peptide","215","61.650044242088896","8"
"starPep_01035","Peptide","615","11.285358306335725","9"
"starPep_01036","Peptide","1333","1.7927318691011023","6"
"starPep_01040","Peptide","616","11.285358306335725","9"
"starPep_01061","Peptide","848","3.4265779441737485","8"
"starPep_01062","Peptide","849","3.4265779441737485","8"
"starPep_01063","Peptide","617","11.285358306335725","9"
"starPep_01064","Peptide","618","11.285358306335725","9"
"starPep_01066","Peptide","850","3.4265779441737485","8"
"starPep_01069","Peptide","619","11.285358306335725","9"
"starPep_01073","Peptide","79","198.2591290493791","12"
"starPep_01075","Peptide","129","117.70906700989241","8"
"starPep_01084","Peptide","102","146.20129460303502","10"
"starPep_01097","Peptide","483","18.499835768073392","10"
"starPep_01098","Peptide","484","18.499835768073392","10"
"starPep_01105","Peptide","620","11.285358306335725","9"
"starPep_01106","Peptide","258","46.69944543548104","10"
"starPep_01109","Peptide","485","18.499835768073392","10"
"starPep_01110","Peptide","486","18.499835768073392","10"
"starPep_01111","Peptide","685","9.660043355657049","8"
"starPep_01112","Peptide","487","18.499835768073392","10"
"starPep_01114","Peptide","851","3.4265779441737485","8"
"starPep_01115","Peptide","852","3.4265779441737485","8"
"starPep_01116","Peptide","853","3.4265779441737485","8"
"starPep_01118","Peptide","333","35.714853058508886","10"
"starPep_01121","Peptide","1541","1.229268517343464","6"
"starPep_01133","Peptide","384","25.71159828669679","9"
"starPep_01134","Peptide","157","92.62197478087597","10"
"starPep_01141","Peptide","1701","0.7079790458852913","5"
"starPep_01142","Peptide","488","18.499835768073392","10"
"starPep_01155","Peptide","270","41.03367499279189","8"
"starPep_01168","Peptide","469","20.565778950724965","10"
"starPep_01170","Peptide","686","9.660043355657049","8"
"starPep_01173","Peptide","854","3.4265779441737485","8"
"starPep_01182","Peptide","259","46.69944543548104","10"
"starPep_01184","Peptide","260","46.69944543548104","10"
"starPep_01199","Peptide","261","46.69944543548104","10"
"starPep_01207","Peptide","291","38.6230984571274","9"
"starPep_01225","Peptide","271","41.03367499279189","8"
"starPep_01233","Peptide","20","1062.3280846841574","18"
"starPep_01275","Peptide","335","34.55298243617767","11"
"starPep_01283","Peptide","470","20.565778950724965","10"
"starPep_01288","Peptide","211","63.61625967570115","10"
"starPep_01289","Peptide","621","11.285358306335725","9"
"starPep_01290","Peptide","622","11.285358306335725","9"
"starPep_01304","Peptide","623","11.285358306335725","9"
"starPep_01306","Peptide","406","23.8717346470959","9"
"starPep_01308","Peptide","659","10.330112512021053","9"
"starPep_01320","Peptide","712","8.262891222465095","8"
"starPep_01322","Peptide","624","11.285358306335725","9"
"starPep_01323","Peptide","855","3.4265779441737485","8"
"starPep_01334","Peptide","625","11.285358306335725","9"
"starPep_01340","Peptide","1542","1.229268517343464","6"
"starPep_01354","Peptide","856","3.4265779441737485","8"
"starPep_01362","Peptide","660","10.330112512021053","9"
"starPep_01367","Peptide","1702","0.7079790458852913","5"
"starPep_01369","Peptide","567","12.284730555918035","6"
"starPep_01371","Peptide","238","49.05146224266648","7"
"starPep_01378","Peptide","1334","1.7927318691011023","6"
"starPep_01385","Peptide","1149","1.8267432539405553","7"
"starPep_01386","Peptide","857","3.4265779441737485","8"
"starPep_01401","Peptide","626","11.285358306335725","9"
"starPep_01405","Peptide","112","134.94560521065358","9"
"starPep_01410","Peptide","89","175.97756689149625","10"
"starPep_01420","Peptide","1335","1.7927318691011023","6"
"starPep_01454","Peptide","673","10.000981359525158","8"
"starPep_01457","Peptide","661","10.330112512021053","9"
"starPep_01459","Peptide","435","21.535427168391685","10"
"starPep_01460","Peptide","1703","0.7079790458852913","5"
"starPep_01462","Peptide","705","9.0455291203057","8"
"starPep_01464","Peptide","858","3.4265779441737485","8"
"starPep_01465","Peptide","1077","2.6013673189454445","7"
"starPep_01468","Peptide","273","40.828969652975935","8"
"starPep_01482","Peptide","859","3.4265779441737485","8"
"starPep_01491","Peptide","378","26.96071008678511","10"
"starPep_01503","Peptide","558","13.308768123470529","9"
"starPep_01504","Peptide","559","13.308768123470529","9"
"starPep_01506","Peptide","272","41.03367499279189","8"
"starPep_01509","Peptide","265","43.95418365633568","8"
"starPep_01511","Peptide","560","13.308768123470529","9"
"starPep_01520","Peptide","492","17.789254883652866","9"
"starPep_01560","Peptide","687","9.660043355657049","8"
"starPep_01563","Peptide","627","11.285358306335725","9"
"starPep_01570","Peptide","379","26.96071008678511","10"
"starPep_01571","Peptide","860","3.4265779441737485","8"
"starPep_01592","Peptide","861","3.4265779441737485","8"
"starPep_01598","Peptide","292","38.6230984571274","9"
"starPep_01603","Peptide","1704","0.7079790458852913","5"
"starPep_01605","Peptide","862","3.4265779441737485","8"
"Antihypertensive","Function","1953","0.14384193653390875","2"
"starPep_01635","Peptide","1336","1.7927318691011023","6"
"starPep_01641","Peptide","246","47.719267572801584","8"
"starPep_01642","Peptide","267","43.82802214489472","8"
"starPep_01646","Peptide","21","998.3222637962531","15"
"starPep_01716","Peptide","66","238.30526491977776","12"
"starPep_01724","Peptide","1101","2.498878837057312","7"
"starPep_01736","Peptide","1485","1.413941385957278","6"
"starPep_01761","Peptide","341","31.88679118079666","9"
"starPep_01765","Peptide","1102","2.498878837057312","7"
"starPep_01766","Peptide","1103","2.498878837057312","7"
"starPep_01771","Peptide","863","3.4265779441737485","8"
"starPep_01783","Peptide","864","3.4265779441737485","8"
"starPep_01788","Peptide","162","85.07944245058228","9"
"starPep_01808","Peptide","1634","0.9140031831270596","4"
"starPep_01809","Peptide","865","3.4265779441737485","8"
"starPep_01815","Peptide","1150","1.8267432539405553","7"
"starPep_01823","Peptide","561","13.308768123470529","9"
"starPep_01826","Peptide","1705","0.7079790458852913","5"
"starPep_01834","Peptide","1151","1.8267432539405553","7"
"starPep_01839","Peptide","1078","2.6013673189454445","7"
"starPep_01842","Peptide","866","3.4265779441737485","8"
"starPep_01843","Peptide","706","9.0455291203057","8"
"starPep_01844","Peptide","867","3.4265779441737485","8"
"starPep_01849","Peptide","707","9.0455291203057","8"
"starPep_01851","Peptide","708","9.0455291203057","8"
"starPep_01852","Peptide","1104","2.498878837057312","7"
"starPep_01853","Peptide","101","148.66200209399506","10"
"starPep_01866","Peptide","381","26.001769507474393","10"
"starPep_01870","Peptide","662","10.330112512021053","9"
"starPep_01903","Peptide","385","25.71159828669679","9"
"starPep_01934","Peptide","1337","1.7927318691011023","6"
"starPep_01941","Peptide","436","21.290452017786485","5"
"starPep_01948","Peptide","437","21.290452017786485","5"
"starPep_01959","Peptide","1713","0.7069868902762693","3"
"starPep_01981","Peptide","264","44.5471297147605","8"
"starPep_01987","Peptide","77","199.51104767408532","13"
"starPep_01995","Peptide","868","3.4265779441737485","8"
"starPep_02002","Peptide","713","8.262891222465095","8"
"starPep_02039","Peptide","869","3.4265779441737485","8"
"starPep_02082","Peptide","1152","1.8267432539405553","7"
"starPep_02121","Peptide","71","222.4506015199793","11"
"starPep_02123","Peptide","210","65.26964062851522","10"
"starPep_02155","Peptide","306","37.60491957761141","11"
"starPep_02171","Peptide","1153","1.8267432539405553","7"
"starPep_02174","Peptide","1079","2.6013673189454445","7"
"starPep_02178","Peptide","1154","1.8267432539405553","7"
"starPep_02183","Peptide","1338","1.7927318691011023","6"
"starPep_02187","Peptide","870","3.4265779441737485","8"
"starPep_02201","Peptide","1486","1.413941385957278","6"
"starPep_02219","Peptide","1954","0.12396977298453694","3"
