"Name","Label","Ranking by BC","Betweenness Centrality (BC)","Degree"
"starPep_07518","Peptide","913","3.4265779441737485","8"
"starPep_07519","Peptide","914","3.4265779441737485","8"
"starPep_07520","Peptide","915","3.4265779441737485","8"
"starPep_07521","Peptide","916","3.4265779441737485","8"
"starPep_07544","Peptide","1464","1.5139620525036566","6"
"starPep_07557","Peptide","1058","2.9810351989980006","7"
"starPep_07558","Peptide","1059","2.9810351989980006","7"
"starPep_07559","Peptide","1060","2.9810351989980006","7"
"starPep_07603","Peptide","1741","0.60554680721599","4"
"starPep_07604","Peptide","1465","1.5139620525036566","6"
"starPep_07614","Peptide","1307","1.8267432539405553","7"
"starPep_07628","Peptide","1308","1.8267432539405553","7"
"starPep_07629","Peptide","1309","1.8267432539405553","7"
"starPep_07630","Peptide","1310","1.8267432539405553","7"
"starPep_07631","Peptide","1311","1.8267432539405553","7"
"starPep_07669","Peptide","1061","2.9810351989980006","7"
"starPep_07670","Peptide","1062","2.9810351989980006","7"
"starPep_07673","Peptide","1328","1.7999623892852419","5"
"starPep_07675","Peptide","1747","0.5275407341247681","4"
"starPep_07681","Peptide","1312","1.8267432539405553","7"
"starPep_07682","Peptide","1730","0.6276086558641639","4"
"starPep_07690","Peptide","1329","1.7999623892852419","5"
"starPep_07700","Peptide","1313","1.8267432539405553","7"
"starPep_07735","Peptide","1814","0.1881710521758538","3"
"starPep_07736","Peptide","1815","0.1881710521758538","3"
"starPep_07737","Peptide","1816","0.1881710521758538","3"
"starPep_07743","Peptide","1314","1.8267432539405553","7"
"starPep_07744","Peptide","1315","1.8267432539405553","7"
"starPep_07749","Peptide","1466","1.5139620525036566","6"
"starPep_07753","Peptide","1330","1.7999623892852419","5"
"starPep_07784","Peptide","501","16.845780815959294","8"
"starPep_07785","Peptide","738","7.276911024594249","7"
"starPep_07821","Peptide","739","7.270244539480824","3"
"starPep_07822","Peptide","1603","1.1011601845203762","5"
"starPep_07823","Peptide","765","4.903384392072614","4"
"starPep_07824","Peptide","766","4.903384392072614","4"
"starPep_07825","Peptide","767","4.903384392072614","4"
"starPep_07826","Peptide","768","4.903384392072614","4"
"starPep_07827","Peptide","769","4.903384392072614","4"
"starPep_07832","Peptide","770","4.903384392072614","4"
"starPep_07843","Peptide","1063","2.9810351989980006","7"
"starPep_07846","Peptide","917","3.4265779441737485","8"
"starPep_07848","Peptide","1467","1.5139620525036566","6"
"starPep_07850","Peptide","918","3.4265779441737485","8"
"starPep_07851","Peptide","1064","2.9810351989980006","7"
"starPep_07852","Peptide","1065","2.9810351989980006","7"
"starPep_07853","Peptide","919","3.4265779441737485","8"
"starPep_07854","Peptide","920","3.4265779441737485","8"
"starPep_07855","Peptide","1066","2.9810351989980006","7"
"starPep_07856","Peptide","1067","2.9810351989980006","7"
"starPep_07857","Peptide","921","3.4265779441737485","8"
"starPep_07858","Peptide","1068","2.9810351989980006","7"
"starPep_07863","Peptide","922","3.4265779441737485","8"
"starPep_07866","Peptide","1468","1.5139620525036566","6"
"starPep_07868","Peptide","1563","1.1863901252102689","6"
"starPep_07873","Peptide","1564","1.1863901252102689","6"
"starPep_07874","Peptide","1565","1.1863901252102689","6"
"starPep_07875","Peptide","1566","1.1863901252102689","6"
"starPep_07878","Peptide","1089","2.6013673189454445","7"
"starPep_07880","Peptide","1090","2.6013673189454445","7"
"starPep_07903","Peptide","1469","1.5139620525036566","6"
"starPep_07904","Peptide","923","3.4265779441737485","8"
"starPep_07905","Peptide","1470","1.5139620525036566","6"
"starPep_07906","Peptide","1471","1.5139620525036566","6"
"starPep_07909","Peptide","1472","1.5139620525036566","6"
"starPep_07916","Peptide","1091","2.6013673189454445","7"
"starPep_07918","Peptide","1316","1.8267432539405553","7"
"starPep_07919","Peptide","1317","1.8267432539405553","7"
"starPep_07939","Peptide","1135","2.2452392910665107","6"
"starPep_07945","Peptide","1318","1.8267432539405553","7"
"starPep_07948","Peptide","218","59.54452087662647","5"
"starPep_07960","Peptide","1069","2.9810351989980006","7"
"starPep_07962","Peptide","1070","2.9810351989980006","7"
"starPep_07995","Peptide","1071","2.9810351989980006","7"
"starPep_07998","Peptide","23","968.7921117436614","7"
"starPep_08004","Peptide","1610","1.0526588151414364","5"
"starPep_08006","Peptide","1136","2.2452392910665107","6"
"starPep_08007","Peptide","1137","2.2452392910665107","6"
"starPep_08009","Peptide","1138","2.2452392910665107","6"
"starPep_08013","Peptide","924","3.4265779441737485","8"
"starPep_08014","Peptide","925","3.4265779441737485","8"
"starPep_08015","Peptide","719","7.774890894346914","7"
"starPep_08016","Peptide","926","3.4265779441737485","8"
"starPep_08021","Peptide","1139","2.2452392910665107","6"
"starPep_08022","Peptide","1140","2.2452392910665107","6"
"starPep_08040","Peptide","1473","1.5139620525036566","6"
"starPep_08041","Peptide","1474","1.5139620525036566","6"
"starPep_08079","Peptide","1689","0.8813518645480348","5"
"starPep_08081","Peptide","927","3.4265779441737485","8"
"starPep_08083","Peptide","928","3.4265779441737485","8"
"starPep_08084","Peptide","929","3.4265779441737485","8"
"starPep_08085","Peptide","930","3.4265779441737485","8"
"starPep_08086","Peptide","1690","0.8813518645480348","5"
"starPep_08087","Peptide","931","3.4265779441737485","8"
"starPep_08164","Peptide","1996","0.06235606342574735","2"
"starPep_08193","Peptide","1750","0.35249954356291724","4"
"starPep_08194","Peptide","1751","0.35249954356291724","4"
"starPep_08210","Peptide","1817","0.1881710521758538","3"
"starPep_08212","Peptide","338","33.852377769226294","6"
"starPep_08213","Peptide","402","24.328900481475998","5"
"starPep_08214","Peptide","339","33.852377769226294","6"
"starPep_08248","Peptide","340","33.852377769226294","6"
"starPep_08298","Peptide","374","28.745533773051854","6"
"starPep_08360","Peptide","1997","0.06235606342574735","2"
"starPep_08375","Peptide","1818","0.1881710521758538","3"
"starPep_08411","Peptide","1752","0.35249954356291724","4"
"starPep_08412","Peptide","1753","0.35249954356291724","4"
"starPep_08413","Peptide","1754","0.35249954356291724","4"
"starPep_08414","Peptide","1755","0.35249954356291724","4"
"starPep_08415","Peptide","1756","0.35249954356291724","4"
"starPep_08416","Peptide","1757","0.35249954356291724","4"
"starPep_08417","Peptide","1758","0.35249954356291724","4"
"starPep_08449","Peptide","1998","0.06235606342574735","2"
"starPep_08543","Peptide","674","9.946613143009763","5"
"starPep_08547","Peptide","1999","0.06235606342574735","2"
"starPep_08652","Peptide","1819","0.1881710521758538","3"
"starPep_08653","Peptide","494","17.435762937153456","5"
"starPep_08654","Peptide","495","17.435762937153456","5"
"starPep_08655","Peptide","496","17.435762937153456","5"
"starPep_08662","Peptide","428","22.175950399288354","6"
"starPep_08714","Peptide","2000","0.06235606342574735","2"
"starPep_08715","Peptide","2001","0.06235606342574735","2"
"starPep_08733","Peptide","2002","0.06235606342574735","2"
"starPep_08748","Peptide","2003","0.06235606342574735","2"
"starPep_08873","Peptide","1820","0.1881710521758538","3"
"starPep_08874","Peptide","1821","0.1881710521758538","3"
"starPep_08875","Peptide","1822","0.1881710521758538","3"
"starPep_08913","Peptide","1823","0.1881710521758538","3"
"starPep_08969","Peptide","1824","0.1881710521758538","3"
"starPep_08971","Peptide","1825","0.1881710521758538","3"
"starPep_09011","Peptide","403","24.328900481475998","5"
"starPep_09094","Peptide","504","16.723047324725794","4"
"starPep_09100","Peptide","796","3.595208745469571","3"
"starPep_09207","Peptide","1826","0.1881710521758538","3"
"starPep_09225","Peptide","1569","1.1756672890989208","4"
"starPep_09239","Peptide","2004","0.06235606342574735","2"
"starPep_09251","Peptide","1794","0.2266845548128088","3"
"starPep_09252","Peptide","1795","0.2266845548128088","3"
"starPep_09263","Peptide","1796","0.2266845548128088","3"
"starPep_09264","Peptide","1827","0.1881710521758538","3"
"starPep_09316","Peptide","1828","0.1881710521758538","3"
"starPep_09317","Peptide","1829","0.1881710521758538","3"
"starPep_09431","Peptide","1830","0.1881710521758538","3"
"starPep_09481","Peptide","1968","0.12396977298453694","3"
"starPep_09482","Peptide","1831","0.1881710521758538","3"
"starPep_09532","Peptide","1832","0.1881710521758538","3"
"starPep_09539","Peptide","711","8.271866742038695","8"
"starPep_09542","Peptide","1833","0.1881710521758538","3"
"starPep_09558","Peptide","1759","0.35249954356291724","4"
"starPep_09559","Peptide","1760","0.35249954356291724","4"
"starPep_09561","Peptide","1834","0.1881710521758538","3"
"starPep_09563","Peptide","1835","0.1881710521758538","3"
"starPep_09593","Peptide","1761","0.35249954356291724","4"
"starPep_09594","Peptide","1836","0.1881710521758538","3"
"starPep_09595","Peptide","1837","0.1881710521758538","3"
"starPep_09597","Peptide","1762","0.35249954356291724","4"
"starPep_09598","Peptide","1838","0.1881710521758538","3"
"starPep_09599","Peptide","1839","0.1881710521758538","3"
"starPep_09600","Peptide","1763","0.35249954356291724","4"
"starPep_09602","Peptide","1840","0.1881710521758538","3"
"starPep_09604","Peptide","1841","0.1881710521758538","3"
"starPep_09605","Peptide","1842","0.1881710521758538","3"
"starPep_09615","Peptide","1843","0.1881710521758538","3"
"starPep_09632","Peptide","1797","0.2266845548128088","3"
"starPep_09633","Peptide","1798","0.2266845548128088","3"
"starPep_09640","Peptide","1844","0.1881710521758538","3"
"starPep_09738","Peptide","1845","0.1881710521758538","3"
"starPep_09740","Peptide","797","3.595208745469571","3"
"starPep_09741","Peptide","798","3.595208745469571","3"
"starPep_09752","Peptide","1846","0.1881710521758538","3"
"starPep_09753","Peptide","1847","0.1881710521758538","3"
"starPep_09754","Peptide","1848","0.1881710521758538","3"
"starPep_09761","Peptide","1799","0.2266845548128088","3"
"starPep_09799","Peptide","227","52.74405145761466","4"
"starPep_09800","Peptide","2034","0.049715023872609856","2"
"starPep_09801","Peptide","675","9.946613143009763","5"
"starPep_09802","Peptide","228","52.74405145761466","4"
"starPep_09803","Peptide","1764","0.35249954356291724","4"
"starPep_09804","Peptide","2035","0.049715023872609856","2"
"starPep_09805","Peptide","1765","0.35249954356291724","4"
"starPep_09825","Peptide","529","14.252405331432042","5"
"starPep_09854","Peptide","1800","0.2266845548128088","3"
"starPep_09860","Peptide","1849","0.1881710521758538","3"
"starPep_09870","Peptide","1850","0.1881710521758538","3"
"starPep_09900","Peptide","1851","0.1881710521758538","3"
"starPep_09904","Peptide","1852","0.1881710521758538","3"
"starPep_09930","Peptide","1346","1.5266775834972925","5"
"starPep_09933","Peptide","1853","0.1881710521758538","3"
"starPep_09959","Peptide","1854","0.1881710521758538","3"
"starPep_09979","Peptide","404","24.328900481475998","5"
"starPep_09998","Peptide","1855","0.1881710521758538","3"
"starPep_10001","Peptide","2005","0.06235606342574735","2"
"starPep_10010","Peptide","1856","0.1881710521758538","3"
"starPep_10016","Peptide","1801","0.2266845548128088","3"
"starPep_10113","Peptide","1857","0.1881710521758538","3"
"starPep_10153","Peptide","799","3.595208745469571","3"
"starPep_10154","Peptide","800","3.595208745469571","3"
"starPep_10185","Peptide","1858","0.1881710521758538","3"
"starPep_10186","Peptide","1859","0.1881710521758538","3"
"starPep_10187","Peptide","1860","0.1881710521758538","3"
"starPep_10188","Peptide","1861","0.1881710521758538","3"
"starPep_10189","Peptide","1862","0.1881710521758538","3"
"starPep_10190","Peptide","1863","0.1881710521758538","3"
"starPep_10191","Peptide","1864","0.1881710521758538","3"
"starPep_10192","Peptide","1865","0.1881710521758538","3"
"starPep_10193","Peptide","1866","0.1881710521758538","3"
"starPep_10194","Peptide","1867","0.1881710521758538","3"
"starPep_10195","Peptide","1868","0.1881710521758538","3"
"starPep_10196","Peptide","1869","0.1881710521758538","3"
"starPep_10252","Peptide","1870","0.1881710521758538","3"
"starPep_10258","Peptide","1871","0.1881710521758538","3"
"starPep_10264","Peptide","1872","0.1881710521758538","3"
"starPep_10285","Peptide","2006","0.06235606342574735","2"
"starPep_10306","Peptide","2007","0.06235606342574735","2"
"starPep_10335","Peptide","229","52.74405145761466","4"
"starPep_10364","Peptide","1873","0.1881710521758538","3"
"starPep_10394","Peptide","1874","0.1881710521758538","3"
"starPep_10407","Peptide","1875","0.1881710521758538","3"
"starPep_10414","Peptide","1876","0.1881710521758538","3"
"starPep_10418","Peptide","2008","0.06235606342574735","2"
"starPep_10419","Peptide","801","3.595208745469571","3"
"starPep_10420","Peptide","2009","0.06235606342574735","2"
"starPep_10486","Peptide","1877","0.1881710521758538","3"
"starPep_10487","Peptide","1878","0.1881710521758538","3"
"starPep_10514","Peptide","1879","0.1881710521758538","3"
"starPep_10560","Peptide","2010","0.06235606342574735","2"
"starPep_10566","Peptide","1766","0.35249954356291724","4"
"starPep_10590","Peptide","1880","0.1881710521758538","3"
"starPep_10618","Peptide","1767","0.35249954356291724","4"
"starPep_10802","Peptide","1881","0.1881710521758538","3"
"starPep_10844","Peptide","1882","0.1881710521758538","3"
"starPep_10845","Peptide","1883","0.1881710521758538","3"
"starPep_10850","Peptide","802","3.595208745469571","3"
"starPep_10851","Peptide","803","3.595208745469571","3"
"starPep_10852","Peptide","1768","0.35249954356291724","4"
"starPep_10857","Peptide","1802","0.2266845548128088","3"
"starPep_10858","Peptide","1803","0.2266845548128088","3"
"starPep_10900","Peptide","1884","0.1881710521758538","3"
"starPep_10919","Peptide","1885","0.1881710521758538","3"
"starPep_10931","Peptide","804","3.595208745469571","3"
"starPep_11018","Peptide","676","9.946613143009763","5"
"starPep_11053","Peptide","288","39.32054978969913","5"
"starPep_11054","Peptide","289","39.32054978969913","5"
"starPep_11071","Peptide","1769","0.35249954356291724","4"
"starPep_11073","Peptide","1770","0.35249954356291724","4"
"starPep_11074","Peptide","1886","0.1881710521758538","3"
"starPep_11075","Peptide","1887","0.1881710521758538","3"
"starPep_11076","Peptide","1888","0.1881710521758538","3"
"starPep_11077","Peptide","1889","0.1881710521758538","3"
"starPep_11078","Peptide","1890","0.1881710521758538","3"
"starPep_11079","Peptide","1891","0.1881710521758538","3"
"starPep_11080","Peptide","1892","0.1881710521758538","3"
"starPep_11081","Peptide","1893","0.1881710521758538","3"
"starPep_11082","Peptide","1894","0.1881710521758538","3"
"starPep_11083","Peptide","1895","0.1881710521758538","3"
"starPep_11084","Peptide","1896","0.1881710521758538","3"
"starPep_11085","Peptide","1897","0.1881710521758538","3"
"starPep_11086","Peptide","1898","0.1881710521758538","3"
"starPep_11087","Peptide","1899","0.1881710521758538","3"
"starPep_11097","Peptide","1900","0.1881710521758538","3"
"starPep_11098","Peptide","1901","0.1881710521758538","3"
"starPep_11143","Peptide","1771","0.35249954356291724","4"
"starPep_11171","Peptide","677","9.946613143009763","5"
"starPep_11182","Peptide","1902","0.1881710521758538","3"
"starPep_11183","Peptide","1772","0.35249954356291724","4"
"starPep_11186","Peptide","113","132.77928900715122","3"
"starPep_11187","Peptide","2011","0.06235606342574735","2"
"starPep_11188","Peptide","2012","0.06235606342574735","2"
"starPep_11189","Peptide","2013","0.06235606342574735","2"
"starPep_11190","Peptide","2014","0.06235606342574735","2"
"starPep_11191","Peptide","114","132.77928900715122","3"
"starPep_11193","Peptide","805","3.595208745469571","3"
"starPep_11194","Peptide","2015","0.06235606342574735","2"
"starPep_11195","Peptide","2016","0.06235606342574735","2"
"starPep_11202","Peptide","115","132.77928900715122","3"
"starPep_11216","Peptide","1903","0.1881710521758538","3"
"starPep_11235","Peptide","806","3.595208745469571","3"
"starPep_11244","Peptide","1904","0.1881710521758538","3"
"starPep_11245","Peptide","2017","0.06235606342574735","2"
"starPep_11249","Peptide","2018","0.06235606342574735","2"
"starPep_11250","Peptide","2019","0.06235606342574735","2"
"starPep_11254","Peptide","1905","0.1881710521758538","3"
"starPep_11255","Peptide","1906","0.1881710521758538","3"
"starPep_11262","Peptide","1773","0.35249954356291724","4"
"starPep_11288","Peptide","1774","0.35249954356291724","4"
"starPep_11305","Peptide","1775","0.35249954356291724","4"
"starPep_11307","Peptide","1776","0.35249954356291724","4"
"starPep_11308","Peptide","1907","0.1881710521758538","3"
"starPep_11310","Peptide","1777","0.35249954356291724","4"
"starPep_11319","Peptide","1778","0.35249954356291724","4"
"starPep_11404","Peptide","1969","0.12396977298453694","3"
"starPep_11427","Peptide","807","3.595208745469571","3"
"starPep_11428","Peptide","808","3.595208745469571","3"
"starPep_11491","Peptide","1779","0.35249954356291724","4"
"starPep_11492","Peptide","1780","0.35249954356291724","4"
"starPep_11493","Peptide","1781","0.35249954356291724","4"
"starPep_11494","Peptide","1782","0.35249954356291724","4"
"starPep_11520","Peptide","1649","0.9140031831270596","4"
"starPep_11535","Peptide","82","192.93963296006055","5"
"starPep_11536","Peptide","1650","0.9140031831270596","4"
"starPep_11537","Peptide","1651","0.9140031831270596","4"
"starPep_11539","Peptide","91","167.24227071996586","4"
"starPep_11540","Peptide","92","167.24227071996586","4"
"starPep_11549","Peptide","1970","0.12396977298453694","3"
"starPep_11554","Peptide","1652","0.9140031831270596","4"
"starPep_11564","Peptide","1742","0.5904928767024276","3"
"starPep_11566","Peptide","1653","0.9140031831270596","4"
"starPep_11568","Peptide","1654","0.9140031831270596","4"
"starPep_11570","Peptide","1655","0.9140031831270596","4"
"starPep_11573","Peptide","1656","0.9140031831270596","4"
"starPep_11592","Peptide","1971","0.12396977298453694","3"
"starPep_11598","Peptide","1657","0.9140031831270596","4"
"starPep_11599","Peptide","1658","0.9140031831270596","4"
"starPep_11610","Peptide","1743","0.5904928767024276","3"
"starPep_11625","Peptide","1659","0.9140031831270596","4"
"starPep_11626","Peptide","1660","0.9140031831270596","4"
"starPep_11627","Peptide","1661","0.9140031831270596","4"
"starPep_11632","Peptide","1972","0.12396977298453694","3"
"starPep_11633","Peptide","1973","0.12396977298453694","3"
"starPep_11636","Peptide","1662","0.9140031831270596","4"
"starPep_11637","Peptide","1663","0.9140031831270596","4"
"starPep_11638","Peptide","1664","0.9140031831270596","4"
"starPep_11639","Peptide","1665","0.9140031831270596","4"
"starPep_11640","Peptide","1974","0.12396977298453694","3"
"starPep_11645","Peptide","1666","0.9140031831270596","4"
"starPep_11650","Peptide","1975","0.12396977298453694","3"
"starPep_11651","Peptide","1667","0.9140031831270596","4"
"starPep_11674","Peptide","1668","0.9140031831270596","4"
"starPep_11687","Peptide","1669","0.9140031831270596","4"
"starPep_11692","Peptide","1670","0.9140031831270596","4"
"starPep_11693","Peptide","1671","0.9140031831270596","4"
"starPep_11696","Peptide","1672","0.9140031831270596","4"
"starPep_11702","Peptide","1673","0.9140031831270596","4"
"starPep_11703","Peptide","1976","0.12396977298453694","3"
"starPep_11731","Peptide","1908","0.1881710521758538","3"
"starPep_11742","Peptide","531","13.399224088629124","3"
"starPep_11743","Peptide","532","13.399224088629124","3"
"starPep_11744","Peptide","533","13.399224088629124","3"
"starPep_11745","Peptide","1977","0.12396977298453694","3"
"starPep_11799","Peptide","475","20.126723992236155","5"
"starPep_11800","Peptide","476","20.126723992236155","5"
"starPep_11812","Peptide","505","16.723047324725794","4"
"starPep_11820","Peptide","477","20.126723992236155","5"
"starPep_11830","Peptide","809","3.595208745469571","3"
"starPep_11831","Peptide","810","3.595208745469571","3"
"starPep_11836","Peptide","1783","0.35249954356291724","4"
"starPep_11837","Peptide","1784","0.35249954356291724","4"
"starPep_11842","Peptide","1978","0.12396977298453694","3"
"starPep_11864","Peptide","1674","0.9140031831270596","4"
"starPep_11890","Peptide","506","16.723047324725794","4"
"starPep_11895","Peptide","405","24.328900481475998","5"
"starPep_11953","Peptide","507","16.723047324725794","4"
"starPep_11960","Peptide","1785","0.35249954356291724","4"
"starPep_11985","Peptide","1786","0.35249954356291724","4"
"starPep_11991","Peptide","1675","0.9140031831270596","4"
"starPep_12071","Peptide","2020","0.06235606342574735","2"
"starPep_12102","Peptide","1909","0.1881710521758538","3"
"starPep_12103","Peptide","1910","0.1881710521758538","3"
"starPep_12115","Peptide","2021","0.06235606342574735","2"
"starPep_12116","Peptide","2022","0.06235606342574735","2"
"starPep_12117","Peptide","2023","0.06235606342574735","2"
"starPep_12118","Peptide","2024","0.06235606342574735","2"
"starPep_12119","Peptide","2025","0.06235606342574735","2"
"starPep_12120","Peptide","2026","0.06235606342574735","2"
"starPep_12171","Peptide","2027","0.06235606342574735","2"
"starPep_12346","Peptide","1911","0.1881710521758538","3"
"starPep_12374","Peptide","2028","0.06235606342574735","2"
"starPep_12396","Peptide","811","3.595208745469571","3"
"starPep_12404","Peptide","1787","0.35249954356291724","4"
"starPep_12420","Peptide","1912","0.1881710521758538","3"
"starPep_12443","Peptide","230","52.74405145761466","4"
"starPep_12479","Peptide","1913","0.1881710521758538","3"
"starPep_12480","Peptide","1914","0.1881710521758538","3"
"starPep_12481","Peptide","1915","0.1881710521758538","3"
"starPep_12482","Peptide","1916","0.1881710521758538","3"
"starPep_12483","Peptide","1917","0.1881710521758538","3"
"starPep_12588","Peptide","1918","0.1881710521758538","3"
"starPep_12589","Peptide","1919","0.1881710521758538","3"
"starPep_12610","Peptide","1478","1.4727573242248315","5"
"starPep_12611","Peptide","1479","1.4727573242248315","5"
"starPep_12612","Peptide","1480","1.4727573242248315","5"
"starPep_12613","Peptide","1481","1.4727573242248315","5"
"starPep_12614","Peptide","1482","1.4727573242248315","5"
"starPep_12615","Peptide","1483","1.4727573242248315","5"
"starPep_12667","Peptide","1920","0.1881710521758538","3"
"starPep_12668","Peptide","1921","0.1881710521758538","3"
"starPep_12669","Peptide","1922","0.1881710521758538","3"
"starPep_12670","Peptide","1923","0.1881710521758538","3"
"starPep_12707","Peptide","1924","0.1881710521758538","3"
"starPep_12936","Peptide","2029","0.06235606342574735","2"
"starPep_13007","Peptide","2030","0.06235606342574735","2"
"starPep_13008","Peptide","2031","0.06235606342574735","2"
"starPep_13054","Peptide","1925","0.1881710521758538","3"
"starPep_13078","Peptide","2032","0.06235606342574735","2"
"starPep_13104","Peptide","1926","0.1881710521758538","3"
"starPep_13105","Peptide","1927","0.1881710521758538","3"
"starPep_13159","Peptide","497","17.435762937153456","5"
"starPep_13165","Peptide","1928","0.1881710521758538","3"
"starPep_13196","Peptide","1929","0.1881710521758538","3"
"starPep_13232","Peptide","1930","0.1881710521758538","3"
"starPep_13275","Peptide","812","3.595208745469571","3"
"starPep_13276","Peptide","813","3.595208745469571","3"
"starPep_13277","Peptide","814","3.595208745469571","3"
"starPep_13373","Peptide","498","17.435762937153456","5"
"starPep_13374","Peptide","499","17.435762937153456","5"
"starPep_13375","Peptide","500","17.435762937153456","5"
"starPep_13432","Peptide","1931","0.1881710521758538","3"
"starPep_13446","Peptide","1788","0.35249954356291724","4"
"starPep_13460","Peptide","1979","0.12396977298453694","3"
"starPep_13473","Peptide","1932","0.1881710521758538","3"
"starPep_13474","Peptide","1933","0.1881710521758538","3"
"starPep_13475","Peptide","1934","0.1881710521758538","3"
"starPep_13476","Peptide","1484","1.4727573242248315","5"
"starPep_13477","Peptide","1935","0.1881710521758538","3"
"starPep_13478","Peptide","1936","0.1881710521758538","3"
"starPep_13479","Peptide","1937","0.1881710521758538","3"
"starPep_13480","Peptide","1938","0.1881710521758538","3"
"starPep_13481","Peptide","1939","0.1881710521758538","3"
"starPep_13482","Peptide","1940","0.1881710521758538","3"
"starPep_13523","Peptide","1941","0.1881710521758538","3"
"starPep_13610","Peptide","1942","0.1881710521758538","3"
"starPep_13684","Peptide","1943","0.1881710521758538","3"
"starPep_13710","Peptide","1944","0.1881710521758538","3"
"starPep_13711","Peptide","1945","0.1881710521758538","3"
"starPep_13770","Peptide","1946","0.1881710521758538","3"
"starPep_13777","Peptide","748","5.398379228563689","4"
"starPep_13818","Peptide","815","3.595208745469571","3"
"starPep_13874","Peptide","1947","0.1881710521758538","3"
"starPep_14962","Peptide","307","36.403481320469396","3"
"starPep_17024","Peptide","2037","0.0","1"
"starPep_19904","Peptide","1980","0.12396977298453694","3"
"starPep_20198","Peptide","1792","0.32832213689457695","3"
"starPep_20283","Peptide","508","16.723047324725794","4"
"starPep_20284","Peptide","509","16.723047324725794","4"
"starPep_20686","Peptide","308","36.403481320469396","3"
"starPep_21062","Peptide","771","4.853400406061651","2"
"starPep_22453","Peptide","1981","0.12396977298453694","3"
"starPep_22713","Peptide","1676","0.9140031831270596","4"
"starPep_22750","Peptide","309","36.403481320469396","3"
"starPep_23159","Peptide","310","36.403481320469396","3"
"starPep_23185","Peptide","311","36.403481320469396","3"
"starPep_23186","Peptide","312","36.403481320469396","3"
"starPep_23188","Peptide","313","36.403481320469396","3"
"starPep_23192","Peptide","314","36.403481320469396","3"
"starPep_23206","Peptide","315","36.403481320469396","3"
"starPep_23207","Peptide","316","36.403481320469396","3"
"starPep_23208","Peptide","317","36.403481320469396","3"
"starPep_23209","Peptide","318","36.403481320469396","3"
"starPep_23212","Peptide","319","36.403481320469396","3"
"starPep_23214","Peptide","320","36.403481320469396","3"
"starPep_23217","Peptide","321","36.403481320469396","3"
"starPep_23227","Peptide","322","36.403481320469396","3"
"starPep_23245","Peptide","2038","0.0","1"
"starPep_23251","Peptide","2039","0.0","1"
"starPep_23252","Peptide","323","36.403481320469396","3"
"starPep_23254","Peptide","324","36.403481320469396","3"
"starPep_23255","Peptide","325","36.403481320469396","3"
"starPep_23256","Peptide","326","36.403481320469396","3"
"starPep_24042","Peptide","772","4.853400406061651","2"
"starPep_26620","Peptide","1948","0.1881710521758538","3"
"starPep_26621","Peptide","1949","0.1881710521758538","3"
"starPep_26622","Peptide","1950","0.1881710521758538","3"
"starPep_26623","Peptide","1951","0.1881710521758538","3"
"starPep_27131","Peptide","1993","0.07425474911192724","2"
"starPep_27173","Peptide","1789","0.35249954356291724","4"
"starPep_29246","Peptide","2040","0.0","1"
"starPep_30144","Peptide","1982","0.12396977298453694","3"
"starPep_30509","Peptide","1983","0.12396977298453694","3"
"starPep_30515","Peptide","1984","0.12396977298453694","3"
"starPep_31998","Peptide","1677","0.9140031831270596","4"
"starPep_32013","Peptide","1678","0.9140031831270596","4"
"starPep_32014","Peptide","1679","0.9140031831270596","4"
"starPep_32053","Peptide","727","7.398691938766903","2"
"starPep_32054","Peptide","534","13.399224088629124","3"
"starPep_32131","Peptide","510","16.723047324725794","4"
"starPep_32280","Peptide","1985","0.12396977298453694","3"
"starPep_32281","Peptide","1986","0.12396977298453694","3"
"starPep_32362","Peptide","478","20.126723992236155","5"
"starPep_32454","Peptide","1680","0.9140031831270596","4"
"starPep_32459","Peptide","1987","0.12396977298453694","3"
"starPep_32462","Peptide","1988","0.12396977298453694","3"
"starPep_32466","Peptide","1989","0.12396977298453694","3"
"starPep_32469","Peptide","1990","0.12396977298453694","3"
"starPep_32546","Peptide","479","20.126723992236155","5"
"starPep_32607","Peptide","1681","0.9140031831270596","4"
"starPep_32648","Peptide","1682","0.9140031831270596","4"
"starPep_32701","Peptide","1991","0.12396977298453694","3"
"starPep_32702","Peptide","1683","0.9140031831270596","4"
"starPep_32802","Peptide","1684","0.9140031831270596","4"
"starPep_32978","Peptide","1685","0.9140031831270596","4"
"starPep_32981","Peptide","1686","0.9140031831270596","4"
"starPep_33037","Peptide","511","16.723047324725794","4"
"starPep_33608","Peptide","1687","0.9140031831270596","4"
"starPep_34367","Peptide","1992","0.12396977298453694","3"
"starPep_37428","Peptide","773","4.853400406061651","2"
"starPep_40807","Peptide","2041","0.0","1"
"starPep_41594","Peptide","774","4.853400406061651","2"
"starPep_44675","Peptide","1994","0.07425474911192724","2"
